loan_id,customer_id,loan_purpose,loan_amount,outstanding_balance,interest_rate,tenure_months,emi_amount,disbursal_date,loan_status
LN02392,CUST02392,Auto Loan,521000,268151.75,10.3,12,45876.9,2022-11-04,90+ DPD
LN02393,CUST02393,Home Loan,1436000,988635.05,8.27,84,22575.46,2019-04-25,Active
LN02394,CUST02394,Home Loan,3405000,2497687.82,9.79,24,156793.65,2021-05-09,Active
LN02395,CUST02395,Business Loan,1020000,747669.24,12.73,84,18406.41,2019-05-16,Active
LN02396,CUST02396,Home Loan,2397000,1748420.05,8.77,84,38286.32,2022-10-22,Active
LN02397,CUST02397,Home Loan,2773000,1311164.66,7.9,240,23022.2,2019-01-21,90+ DPD
LN02398,CUST02398,Home Loan,1785000,1267799.63,7.42,48,43092.73,2020-06-13,Active
LN02399,CUST02399,Personal Loan,396000,263260.92,13.5,24,18919.7,2019-12-28,30 DPD
LN02400,CUST02400,Business Loan,1173000,760227.94,12.12,24,55282.94,2022-07-18,Active
LN02401,CUST02401,Home Loan,2287000,973370.62,7.11,24,102508.97,2021-06-24,NPA
LN02402,CUST02402,Personal Loan,294000,199259.67,13.88,120,4543.64,2019-08-07,30 DPD
LN02403,CUST02403,Personal Loan,278000,122668.9,13.54,84,5139.34,2019-11-15,NPA
LN02404,CUST02404,Personal Loan,420000,292801.78,11.36,240,4438.56,2020-04-10,Active
LN02405,CUST02405,Personal Loan,339000,165219.1,12.82,48,9064.26,2022-11-28,90+ DPD
LN02406,CUST02406,Personal Loan,349000,111013.42,12.87,120,5184.22,2019-05-01,Written-Off
LN02407,CUST02407,Personal Loan,306000,225868.93,12.52,24,14478.9,2019-03-03,Active
LN02408,CUST02408,Business Loan,1000000,661039.14,12.31,180,12201.84,2022-01-25,Active
LN02409,CUST02409,Home Loan,3909000,2614746.75,9.93,24,180254.25,2021-10-02,Active
LN02410,CUST02410,Home Loan,2228000,1545839.49,8.87,84,35699.65,2021-02-01,Active
LN02411,CUST02411,Gold Loan,160000,107590.29,9.51,48,4020.47,2022-12-30,Active
LN02412,CUST02412,Education Loan,809000,596978.29,8.88,36,25680.83,2022-12-08,Active
LN02413,CUST02413,Education Loan,699000,495388.97,9.91,84,11571.75,2021-06-17,Active
LN02414,CUST02414,Auto Loan,780000,541453.37,9.85,120,10243.08,2022-02-26,Active
LN02415,CUST02415,Personal Loan,164000,115695.08,13.5,84,3028.24,2022-06-23,Active
LN02416,CUST02416,Auto Loan,1155000,738889.15,9.52,48,29028.26,2019-01-10,Active
LN02417,CUST02417,Home Loan,2320000,1672598.01,7.24,48,55813.98,2021-03-27,Active
LN02418,CUST02418,Education Loan,513000,346396.01,10.24,36,16610.93,2020-07-30,Active
LN02419,CUST02419,Personal Loan,393000,277427.35,13.63,120,6014.85,2021-10-04,Active
LN02420,CUST02420,Gold Loan,141000,103087.96,8.82,24,6429.91,2021-01-28,Active
LN02421,CUST02421,Auto Loan,745000,503893.71,11.46,180,8684.08,2022-12-11,Active
LN02422,CUST02422,Home Loan,2548000,1634945.52,7.7,60,51299.2,2019-12-15,Active
LN02423,CUST02423,Personal Loan,267000,108954.65,14.01,60,6214.01,2020-02-23,NPA
LN02424,CUST02424,Home Loan,2763000,2028680.35,10.14,120,36727.79,2019-06-14,Active
LN02425,CUST02425,Education Loan,405000,283088.6,9.84,84,6690.05,2022-04-17,Active
LN02426,CUST02426,Personal Loan,198000,140713.8,12.57,48,5269.68,2019-02-23,Active
LN02427,CUST02427,Personal Loan,349000,200014.16,14.28,48,9586.03,2019-11-15,60 DPD
LN02428,CUST02428,Gold Loan,206000,135241.74,8.56,36,6508.64,2021-12-05,Active
LN02429,CUST02429,Business Loan,777000,498680.47,11.51,60,17092.16,2020-03-05,Active
LN02430,CUST02430,Gold Loan,126000,83772.38,8.28,24,5714.74,2020-01-12,Active
LN02431,CUST02431,Home Loan,2504000,1875434.17,9.8,84,41311.06,2022-04-16,Active
LN02432,CUST02432,Auto Loan,701000,479835.54,9.68,36,22514.13,2020-06-02,Active
LN02433,CUST02433,Business Loan,408000,141195.16,11.26,120,5680.42,2023-06-08,Written-Off
LN02434,CUST02434,Personal Loan,262000,174696.11,14.5,84,4982.53,2022-02-25,Active
LN02435,CUST02435,Home Loan,3846000,1767268.27,7.23,120,45112.56,2021-08-14,NPA
LN02436,CUST02436,Education Loan,710000,454705.2,9.55,24,32615.63,2020-05-05,Active
LN02437,CUST02437,Business Loan,1511000,965491.63,11.46,84,26238.9,2023-10-16,Active
LN02438,CUST02438,Auto Loan,830000,572626.88,10.48,120,11190.31,2022-06-11,Active
LN02439,CUST02439,Home Loan,2101000,1492807.4,8.16,12,182918.16,2019-01-12,Active
LN02440,CUST02440,Home Loan,2692000,2007564.69,7.37,240,21473.08,2023-05-29,Active
LN02441,CUST02441,Auto Loan,826000,430525.85,10.12,48,20997.13,2020-07-03,60 DPD
LN02442,CUST02442,Personal Loan,270000,129364.24,13.13,36,9114.28,2021-05-12,NPA
LN02443,CUST02443,Auto Loan,338000,233415.64,10.67,48,8681.72,2023-02-20,Active
LN02444,CUST02444,Home Loan,3179000,2300700.11,8.55,12,277345.3,2023-08-12,Active
LN02445,CUST02445,Home Loan,2164000,1536888.33,10.21,120,28849.66,2022-12-01,Active
LN02446,CUST02446,Personal Loan,356000,236873.81,13.05,36,12003.62,2020-04-23,Active
LN02447,CUST02447,Home Loan,1314000,886831.99,9.44,60,27557.93,2021-07-28,Active
LN02448,CUST02448,Auto Loan,565000,254566.48,9.72,60,11926.89,2023-09-04,NPA
LN02449,CUST02449,Personal Loan,335000,156379.99,13.4,84,6167.39,2021-09-16,90+ DPD
LN02450,CUST02450,Auto Loan,833000,603638.43,10.6,36,27113.83,2019-08-02,Active
LN02451,CUST02451,Education Loan,612000,445201.37,8.75,84,9769.05,2021-01-18,Active
LN02452,CUST02452,Home Loan,2448000,1453103.63,9.45,24,112342.36,2021-11-10,60 DPD
LN02453,CUST02453,Business Loan,1058000,496305.82,12.55,84,18989.21,2021-05-22,NPA
LN02454,CUST02454,Education Loan,558000,398982.72,10.13,180,6040.75,2020-04-12,Active
LN02455,CUST02455,Auto Loan,767000,258139.16,10.75,24,35659.25,2021-01-12,Written-Off
LN02456,CUST02456,Business Loan,1171000,824064.95,12.46,24,55374.92,2020-03-20,Active
LN02457,CUST02457,Home Loan,1637000,506488.25,9.04,60,34013.22,2020-12-20,Written-Off
LN02458,CUST02458,Personal Loan,468000,193742.24,14.55,12,42141.58,2021-06-05,NPA
LN02459,CUST02459,Home Loan,2362000,1553221.49,8.5,36,74562.52,2019-07-30,Active
LN02460,CUST02460,Personal Loan,291000,191834.33,13.36,36,9855.48,2020-10-25,Active
LN02461,CUST02461,Personal Loan,274000,142586.62,13.89,60,6359.89,2022-06-26,90+ DPD
LN02462,CUST02462,Auto Loan,749000,557347.16,10.08,36,24196.27,2019-04-17,Active
LN02463,CUST02463,Home Loan,1418000,937401.09,9.25,60,29607.7,2020-11-01,30 DPD
LN02464,CUST02464,Home Loan,2135000,1599377.46,9.99,60,45351.94,2020-05-31,Active
LN02465,CUST02465,Personal Loan,128000,82228.71,12.74,84,2310.52,2023-01-28,Active
LN02466,CUST02466,Home Loan,2149000,1377744.8,8.58,180,21262.95,2020-12-05,Active
LN02467,CUST02467,Education Loan,524000,374345.22,8.65,60,10788.58,2023-08-28,Active
LN02468,CUST02468,Auto Loan,820000,525112.27,9.83,48,20730.44,2023-06-18,Active
LN02469,CUST02469,Personal Loan,295000,101557.63,13.38,36,9993.8,2019-10-15,Written-Off
LN02470,CUST02470,Home Loan,2714000,1874341.22,8.19,60,55277.25,2023-09-26,Active
LN02471,CUST02471,Home Loan,1236000,916488.89,9.22,180,12698.61,2023-11-07,Active
LN02472,CUST02472,Auto Loan,733000,396818.05,10.29,84,12278.78,2021-11-18,60 DPD
LN02473,CUST02473,Gold Loan,207000,146922.58,8.52,36,6536.4,2022-02-15,Active
LN02474,CUST02474,Personal Loan,342000,244921.11,14.23,120,5357.51,2019-05-13,Active
LN02475,CUST02475,Education Loan,388000,235632.67,9.41,84,6323.6,2019-06-07,30 DPD
LN02476,CUST02476,Business Loan,1051000,713436.07,11.57,24,49263.44,2023-07-01,Active
LN02477,CUST02477,Home Loan,3524000,2235090.01,7.69,84,54383.13,2022-04-11,30 DPD
LN02478,CUST02478,Business Loan,1171000,797052.62,10.83,36,38242.83,2023-08-09,Active
LN02479,CUST02479,Personal Loan,354000,245249.84,13.13,60,8078.17,2019-11-30,Active
LN02480,CUST02480,Gold Loan,115000,79212.07,9.05,48,2864.51,2022-12-15,Active
LN02481,CUST02481,Personal Loan,267000,190217.23,14.24,24,12849.73,2023-12-08,Active
LN02482,CUST02482,Home Loan,2449000,1288030.66,7.0,84,36961.97,2022-07-07,60 DPD
LN02483,CUST02483,Gold Loan,231000,110158.57,10.49,120,3115.71,2021-05-30,NPA
LN02484,CUST02484,Home Loan,1816000,958685.48,7.88,36,56806.36,2023-05-01,60 DPD
LN02485,CUST02485,Business Loan,1078000,728228.85,11.69,36,35645.62,2021-06-17,Active
LN02486,CUST02486,Home Loan,3005000,1918629.55,8.22,48,73671.55,2023-08-15,Active
LN02487,CUST02487,Auto Loan,856000,624282.66,9.49,120,11071.74,2021-05-15,Active
LN02488,CUST02488,Personal Loan,278000,180743.83,13.26,24,13250.6,2019-05-16,Active
LN02489,CUST02489,Gold Loan,135000,90292.1,8.81,120,1696.27,2019-08-04,Active
LN02490,CUST02490,Home Loan,3946000,2716123.45,8.38,180,38580.76,2020-04-08,Active
LN02491,CUST02491,Personal Loan,276000,202155.44,14.77,60,6532.75,2023-07-28,Active
LN02492,CUST02492,Auto Loan,612000,360286.32,9.41,24,28074.33,2022-06-01,60 DPD
LN02493,CUST02493,Gold Loan,192000,80408.59,10.47,36,6237.75,2023-11-02,NPA
LN02494,CUST02494,Personal Loan,312000,214578.01,13.94,24,14971.18,2023-02-27,Active
LN02495,CUST02495,Personal Loan,183000,123512.68,12.26,36,6100.97,2023-10-03,Active
LN02496,CUST02496,Personal Loan,388000,288751.63,12.84,120,5756.7,2021-11-07,Active
LN02497,CUST02497,Home Loan,2202000,1615764.03,7.74,24,99329.58,2022-05-12,Active
LN02498,CUST02498,Education Loan,439000,287291.58,9.48,36,14058.36,2019-05-14,Active
LN02499,CUST02499,Home Loan,4495000,3082822.83,9.56,60,94535.22,2019-12-13,Active
LN02500,CUST02500,Auto Loan,651000,447580.06,10.65,120,8839.04,2019-04-18,Active
LN02501,CUST02501,Personal Loan,306000,164271.26,12.69,36,10264.72,2020-02-27,90+ DPD
LN02502,CUST02502,Home Loan,3185000,1883182.29,9.47,84,52006.66,2023-03-17,60 DPD
LN02503,CUST02503,Personal Loan,216000,157359.78,12.67,60,4878.25,2019-01-15,Active
LN02504,CUST02504,Education Loan,584000,396484.85,8.79,84,9333.9,2023-08-05,Active
LN02505,CUST02505,Personal Loan,383000,248545.58,14.34,120,6025.25,2023-03-09,30 DPD
LN02506,CUST02506,Home Loan,3495000,2353976.47,9.32,12,306161.79,2023-06-01,Active
LN02507,CUST02507,Home Loan,2995000,1574733.38,9.15,60,62389.54,2020-05-18,90+ DPD
LN02508,CUST02508,Education Loan,334000,249000.22,9.52,84,5462.31,2021-05-02,Active
LN02509,CUST02509,Personal Loan,339000,239381.17,13.44,120,5149.99,2019-06-23,Active
LN02510,CUST02510,Business Loan,596000,193854.0,11.06,24,27794.88,2019-04-21,Written-Off
LN02511,CUST02511,Auto Loan,958000,328887.07,9.99,48,24292.75,2019-04-27,Written-Off
LN02512,CUST02512,Personal Loan,397000,293508.15,12.96,24,18866.65,2021-11-30,Active
LN02513,CUST02513,Personal Loan,320000,149217.86,13.36,120,4846.13,2021-10-26,90+ DPD
LN02514,CUST02514,Personal Loan,317000,205772.89,15.34,120,5180.52,2019-10-03,30 DPD
LN02515,CUST02515,Business Loan,998000,706785.76,12.26,60,22331.31,2021-12-27,Active
LN02516,CUST02516,Personal Loan,298000,178632.34,12.61,12,26562.05,2023-02-23,30 DPD
LN02517,CUST02517,Home Loan,3226000,2101889.78,9.49,24,148105.31,2020-09-07,Active
LN02518,CUST02518,Auto Loan,635000,198422.23,11.07,60,13828.62,2019-05-07,Written-Off
LN02519,CUST02519,Auto Loan,1160000,761552.5,11.15,240,12092.03,2023-05-29,Active
LN02520,CUST02520,Education Loan,526000,349679.79,9.12,120,6697.35,2022-02-22,Active
LN02521,CUST02521,Business Loan,1372000,1016283.2,11.91,84,24153.56,2021-04-16,Active
LN02522,CUST02522,Personal Loan,151000,111826.74,12.49,48,4012.83,2019-09-15,Active
LN02523,CUST02523,Personal Loan,248000,165173.78,14.75,240,3219.92,2019-12-17,Active
LN02524,CUST02524,Personal Loan,382000,252211.02,13.6,120,5839.65,2021-03-22,Active
LN02525,CUST02525,Business Loan,1097000,755433.86,10.9,48,28299.29,2019-11-05,Active
LN02526,CUST02526,Gold Loan,151000,97504.49,10.32,84,2531.82,2020-12-24,30 DPD
LN02527,CUST02527,Gold Loan,198000,129297.35,8.46,48,4876.63,2022-06-26,Active
LN02528,CUST02528,Home Loan,4090000,2983472.29,8.18,84,64115.02,2023-03-22,Active
LN02529,CUST02529,Personal Loan,196000,126572.38,12.66,240,2248.98,2021-12-02,Active
LN02530,CUST02530,Home Loan,3251000,1522059.16,7.53,36,101171.11,2023-11-24,90+ DPD
LN02531,CUST02531,Personal Loan,260000,184364.61,13.81,84,4845.15,2022-11-27,Active
LN02532,CUST02532,Home Loan,3141000,2074549.13,7.94,60,63598.0,2019-05-26,Active
LN02533,CUST02533,Home Loan,2159000,1431997.85,7.28,180,19745.24,2022-08-02,Active
LN02534,CUST02534,Personal Loan,348000,232251.44,14.29,24,16756.2,2019-07-18,30 DPD
LN02535,CUST02535,Personal Loan,356000,241535.27,13.9,84,6651.79,2022-11-25,Active
LN02536,CUST02536,Home Loan,1978000,1465979.01,9.93,12,173833.24,2023-07-11,Active
LN02537,CUST02537,Home Loan,2144000,1393018.24,8.2,36,67383.16,2019-06-30,Active
LN02538,CUST02538,Education Loan,472000,284968.41,9.53,48,11864.88,2019-07-11,60 DPD
LN02539,CUST02539,Home Loan,1281000,948459.59,8.67,48,31677.39,2019-05-11,Active
LN02540,CUST02540,Auto Loan,795000,555086.76,10.11,180,8596.69,2021-02-05,Active
LN02541,CUST02541,Personal Loan,433000,312977.64,13.7,24,20728.26,2022-12-03,Active
LN02542,CUST02542,Education Loan,311000,213557.71,9.24,36,9924.49,2022-12-08,Active
LN02543,CUST02543,Home Loan,2994000,2166581.62,7.06,36,92528.18,2019-06-13,Active
LN02544,CUST02544,Home Loan,2757000,1832971.76,8.73,48,68255.14,2019-11-30,Active
LN02545,CUST02545,Auto Loan,555000,262529.68,10.46,24,25728.43,2021-07-25,NPA
LN02546,CUST02546,Business Loan,1612000,1170638.6,11.73,180,19067.58,2022-03-20,Active
LN02547,CUST02547,Home Loan,3363000,2421072.25,10.49,60,72267.33,2021-01-30,Active
LN02548,CUST02548,Home Loan,3429000,2496469.69,8.12,120,41820.98,2023-09-10,Active
LN02549,CUST02549,Business Loan,1012000,684410.74,11.5,84,17595.1,2019-04-24,Active
LN02550,CUST02550,Home Loan,1366000,900010.69,8.86,84,21880.75,2023-04-01,Active
LN02551,CUST02551,Home Loan,2628000,830783.81,8.69,180,26172.48,2023-06-16,Written-Off
LN02552,CUST02552,Business Loan,962000,559836.62,10.74,180,10777.52,2021-08-29,30 DPD
LN02553,CUST02553,Education Loan,653000,436139.3,10.14,24,30174.85,2023-08-21,Active
LN02554,CUST02554,Personal Loan,247000,174337.89,13.13,180,3146.31,2021-04-07,Active
LN02555,CUST02555,Gold Loan,210000,153874.55,9.99,60,4460.85,2019-12-27,Active
LN02556,CUST02556,Personal Loan,244000,181087.43,13.82,36,8318.03,2019-07-08,Active
LN02557,CUST02557,Home Loan,3029000,1973883.45,8.31,60,61867.57,2023-11-13,30 DPD
LN02558,CUST02558,Auto Loan,543000,400643.5,11.02,36,17782.27,2019-08-18,Active
LN02559,CUST02559,Personal Loan,297000,199072.76,13.06,60,6766.79,2021-01-19,Active
LN02560,CUST02560,Personal Loan,180000,128473.61,12.43,120,2627.42,2021-02-12,Active
LN02561,CUST02561,Gold Loan,153000,114350.1,7.91,12,13302.86,2019-10-22,Active
LN02562,CUST02562,Home Loan,1744000,574764.03,8.69,36,55207.46,2020-05-31,Written-Off
LN02563,CUST02563,Auto Loan,817000,507883.0,11.46,180,9523.34,2023-11-30,30 DPD
LN02564,CUST02564,Personal Loan,363000,219540.11,13.39,48,9808.79,2019-03-15,30 DPD
LN02565,CUST02565,Home Loan,2491000,1676222.29,9.11,48,62118.83,2021-11-19,Active
LN02566,CUST02566,Auto Loan,563000,371736.49,10.25,180,6136.42,2019-12-02,Active
LN02567,CUST02567,Auto Loan,785000,562510.91,9.67,180,8277.88,2022-07-14,Active
LN02568,CUST02568,Business Loan,1285000,923850.02,10.67,12,113372.73,2020-10-04,Active
LN02569,CUST02569,Business Loan,949000,688213.76,12.13,48,25051.43,2019-01-15,Active
LN02570,CUST02570,Personal Loan,261000,180112.81,14.14,180,3500.43,2022-12-22,Active
LN02571,CUST02571,Personal Loan,187000,122121.15,13.86,36,6378.51,2023-05-09,Active
LN02572,CUST02572,Personal Loan,320000,219189.33,13.23,60,7318.72,2023-07-23,Active
LN02573,CUST02573,Personal Loan,395000,285076.65,13.08,48,10612.55,2021-11-02,Active
LN02574,CUST02574,Home Loan,3572000,2621049.9,7.99,84,55656.16,2020-07-28,Active
LN02575,CUST02575,Personal Loan,321000,207568.07,12.97,36,10811.12,2022-08-28,Active
LN02576,CUST02576,Auto Loan,406000,269965.09,10.04,60,8634.29,2022-08-11,Active
LN02577,CUST02577,Auto Loan,601000,209149.85,9.87,12,52801.12,2021-12-26,Written-Off
LN02578,CUST02578,Gold Loan,203000,139277.59,9.4,36,6493.2,2023-07-02,Active
LN02579,CUST02579,Home Loan,3117000,2011866.83,7.72,36,97273.33,2020-02-29,Active
LN02580,CUST02580,Personal Loan,207000,136706.33,13.48,36,7022.6,2022-01-18,Active
LN02581,CUST02581,Auto Loan,1115000,738590.22,9.97,120,14716.29,2020-01-30,30 DPD
LN02582,CUST02582,Auto Loan,473000,341951.67,9.59,180,4964.9,2023-01-17,Active
LN02583,CUST02583,Home Loan,2208000,1461621.08,8.75,84,35245.18,2023-05-31,Active
LN02584,CUST02584,Personal Loan,345000,223879.59,12.79,60,7812.77,2020-09-21,Active
LN02585,CUST02585,Home Loan,2440000,1577293.76,9.45,36,78103.38,2023-06-10,Active
LN02586,CUST02586,Business Loan,902000,625728.16,12.34,36,30105.99,2021-02-28,Active
LN02587,CUST02587,Business Loan,1004000,718613.77,12.44,48,26656.59,2020-11-08,Active
LN02588,CUST02588,Home Loan,3269000,1586192.64,8.44,84,51670.89,2020-06-07,90+ DPD
LN02589,CUST02589,Home Loan,3942000,2551254.79,8.24,36,123964.86,2022-12-14,Active
LN02590,CUST02590,Home Loan,2728000,882044.59,7.92,240,22682.45,2021-03-28,Written-Off
LN02591,CUST02591,Home Loan,2029000,1343469.37,7.83,84,31452.85,2022-07-20,Active
LN02592,CUST02592,Home Loan,2579000,1696604.99,7.28,240,20430.7,2022-06-09,Active
LN02593,CUST02593,Home Loan,3981000,2884825.48,8.57,60,81810.69,2023-08-23,Active
LN02594,CUST02594,Personal Loan,373000,214028.46,14.06,60,8690.66,2019-06-22,60 DPD
LN02595,CUST02595,Personal Loan,421000,283311.33,12.52,36,14088.02,2020-12-07,Active
LN02596,CUST02596,Personal Loan,375000,258491.94,14.56,60,8834.85,2023-12-22,Active
LN02597,CUST02597,Personal Loan,385000,255136.17,12.24,240,4303.78,2022-01-11,Active
LN02598,CUST02598,Education Loan,507000,355248.49,10.18,12,44615.81,2023-07-08,Active
LN02599,CUST02599,Gold Loan,215000,155372.32,8.32,36,6769.1,2022-01-30,Active
LN02600,CUST02600,Personal Loan,50000,24685.02,14.36,36,1717.64,2019-04-15,90+ DPD
LN02601,CUST02601,Home Loan,2927000,1992320.19,9.11,240,26542.4,2021-03-27,Active
LN02602,CUST02602,Home Loan,2859000,1370584.39,10.62,24,132747.98,2021-12-02,90+ DPD
LN02603,CUST02603,Home Loan,1849000,1246023.54,8.0,120,22433.47,2022-06-16,Active
LN02604,CUST02604,Personal Loan,331000,224420.15,11.71,36,10948.15,2019-10-02,Active
LN02605,CUST02605,Auto Loan,825000,554969.29,8.49,120,10224.41,2021-04-27,Active
LN02606,CUST02606,Personal Loan,144000,93262.99,13.34,60,3301.56,2023-12-23,Active
LN02607,CUST02607,Home Loan,2774000,1814554.72,8.63,36,87735.54,2019-04-07,Active
LN02608,CUST02608,Education Loan,695000,375088.36,8.93,84,11157.24,2019-01-15,90+ DPD
LN02609,CUST02609,Home Loan,3762000,2075564.16,8.79,120,47228.92,2022-08-25,60 DPD
LN02610,CUST02610,Home Loan,2971000,2163198.17,9.21,60,61976.32,2019-08-17,Active
LN02611,CUST02611,Auto Loan,683000,490527.5,10.47,84,11505.16,2020-06-15,Active
LN02612,CUST02612,Home Loan,3233000,2266229.93,8.47,36,102012.91,2023-07-27,Active
LN02613,CUST02613,Auto Loan,524000,360566.49,9.32,180,5414.97,2021-04-11,Active
LN02614,CUST02614,Gold Loan,186000,132495.87,9.67,24,8554.65,2020-03-07,Active
LN02615,CUST02615,Business Loan,990000,696191.74,13.11,36,33409.49,2021-07-24,Active
LN02616,CUST02616,Home Loan,3394000,1140486.94,8.02,36,106386.94,2023-12-21,Written-Off
LN02617,CUST02617,Personal Loan,258000,157234.65,12.56,36,8638.46,2021-04-17,60 DPD
LN02618,CUST02618,Personal Loan,456000,306854.38,14.42,48,12557.16,2021-06-26,Active
LN02619,CUST02619,Gold Loan,205000,138389.22,9.26,60,4281.38,2020-10-01,Active
LN02620,CUST02620,Gold Loan,167000,85975.15,9.24,60,3486.13,2023-12-01,90+ DPD
LN02621,CUST02621,Home Loan,2723000,1994623.47,9.88,12,239243.01,2020-09-15,Active
LN02622,CUST02622,Business Loan,1515000,465820.5,10.57,36,49291.22,2020-11-13,Written-Off
LN02623,CUST02623,Home Loan,4126000,3027048.82,8.33,120,50782.12,2023-09-12,Active
LN02624,CUST02624,Personal Loan,271000,181417.19,13.8,120,4175.19,2021-10-03,30 DPD
LN02625,CUST02625,Personal Loan,274000,186846.63,15.11,48,7640.91,2022-11-29,Active
LN02626,CUST02626,Home Loan,3492000,2330865.69,8.46,60,71576.43,2023-09-29,Active
LN02627,CUST02627,Business Loan,299000,146942.63,11.61,36,9875.48,2022-11-21,90+ DPD
LN02628,CUST02628,Personal Loan,72000,47411.67,13.67,120,1103.68,2019-09-15,Active
LN02629,CUST02629,Education Loan,392000,252510.09,10.08,180,4231.66,2019-12-30,Active
LN02630,CUST02630,Gold Loan,166000,109447.11,9.95,36,5352.46,2022-03-03,30 DPD
LN02631,CUST02631,Business Loan,681000,344010.99,13.18,84,12455.47,2022-01-21,90+ DPD
LN02632,CUST02632,Personal Loan,191000,132379.65,11.97,48,5026.95,2023-08-14,Active
LN02633,CUST02633,Auto Loan,609000,402898.32,9.39,12,53368.15,2023-02-15,Active
LN02634,CUST02634,Personal Loan,427000,298749.43,14.19,60,9977.65,2019-11-26,Active
LN02635,CUST02635,Education Loan,449000,306525.62,9.71,48,11325.37,2023-01-31,Active
LN02636,CUST02636,Home Loan,3369000,1497337.08,8.85,84,53947.99,2019-12-11,NPA
LN02637,CUST02637,Auto Loan,733000,430462.1,9.5,84,11980.14,2020-11-06,30 DPD
LN02638,CUST02638,Education Loan,740000,446173.31,9.69,180,7812.33,2023-03-26,60 DPD
LN02639,CUST02639,Education Loan,472000,159356.26,9.31,48,11815.34,2020-02-15,Written-Off
LN02640,CUST02640,Gold Loan,171000,123271.19,9.38,60,3581.3,2022-11-15,Active
LN02641,CUST02641,Home Loan,2708000,1370583.94,8.91,48,67273.03,2020-07-15,90+ DPD
LN02642,CUST02642,Personal Loan,293000,194291.59,13.76,36,9979.93,2021-02-27,Active
LN02643,CUST02643,Personal Loan,377000,244730.91,13.72,60,8717.5,2019-03-27,Active
LN02644,CUST02644,Personal Loan,367000,202425.51,13.36,120,5557.91,2019-02-15,60 DPD
